detention_facility_code,name,state,type_detailed,start,end,place
PRUHOLD,Provo Hold Room,UT,HOLD,59,196,"Spanish Fork, UT"
PROWECO,Prowers County Jail,CO,IGSA,0,196,"Lamar, CO"
PUEBLCO,Pueblo County Jail,CO,USMS IGA,1,50,"Pueblo, CO"
PUEHOLD,Pueblo Holdroom,CO,HOLD,25,196,"Florence, CO"
PULASIL,Pulaski County Jail,IL,IGSA,89,156,"Ullin, IL"
PUTMAFL,Putman County Jail,FL,UNKNOWN,0,196,"Palatka, FL"
QLTYSCA,Quality Suites,CA,HOTEL,66,145,"Calipatria, CA"
QUEMCHI,Queen's Medical Center,HI,HOSPITAL,0,196,"Honolulu, HI"
QUEHONY,Queens House Of Detention,NY,IGSA,0,196,"Kew Gardens, NY"
CACFDON,RJ Donovan Correc Fac,CA,OTHER,0,196,"San Diego, CA"
RDHEATX,Radisson Htl Elp Airport,TX,HOTEL,143,145,"El Paso, TX"
RDUHOLD,Raleigh Hold Room,NC,HOLD,32,196,"Cary, NC"
RAMEPTX,Ramada By Wyndham El Paso,TX,HOTEL,0,196,"El Paso, TX"
RMWYPAZ,Ramada By Wyndham Pho,AZ,HOTEL,0,196,"Phoenix, AZ"
HOTELMA,Ramada Hotel,MA,HOTEL,0,196,"East Boston, MA"
RAADCMN,"Ramsey ADC Annex, SPM",MN,USMS IGA,0,111,"St. Paul, MN"
RNDLLTX,Randall County Jail,TX,USMS IGA,0,188,"Amarillo, TX"
RPCHOLD,Rapid City Hold Room,SD,HOLD,21,48,"Rapid City, SD"
RAPPSVA,Rapp Sec Center,VA,USMS IGA,5,196,"Stafford, VA"
BOPRBK,Ray Brook Fed.Corr.Inst.,NY,BOP,0,196,"Ray Brook, NY"
RDRVHTX,Red River Hospital,TX,HOSPITAL,195,196,"Wichita Falls, TX"
RRFINWA,Red Roof Inn,WA,HOTEL,5,131,"Seatac, WA"
REDHOLD,Redding Hold Room,CA,HOLD,129,196,"Redding, CA"
REJUVTX,Reeves Co. Juv. Det. Ctr.,TX,IGSA,0,196,"Pecos, TX"
REDETTX,Reeves County Det. Center,TX,IGSA,25,29,"Pecos, TX"
REJAITX,Reeves County Jail,TX,IGSA,0,6,"Pecos, TX"
RENHOLD,Reno Hold Room,NV,HOLD,101,187,"Reno, NV"
RENSSNY,Rensselaer Co Sheriff,NY,USMS IGA,125,167,"Troy, NY"
RESIDTX,Residence Inn Dallas Ap,TX,HOTEL,0,196,"Irving, TX"
RIHPRRI,Rhode Island Hospital,RI,HOSPITAL,0,196,"Providence, RI"
RICECKS,Rice County Det Center,KS,IGSA,0,61,"Lyons, KS"
RICHOLD,Richland Hold Room,WA,HOLD,0,196,"Richland, WA"
RICHMVA,Richmond City Jail,VA,IGSA,0,196,"Richmond, VA"
RCMHOLD,Richmond Sub-Office Hold,VA,HOLD,18,196,"Richmond, VA"
RWCCMLA,Richwood Cor Center,LA,DIGSA,127,196,"Monroe, LA"
RIOCCCA,Rio Cosumnes Corrections-RCCC,CA,IGSA,59,117,"Elk Grove, CA"
RIOGRCO,Rio Grande County Jail,CO,IGSA,101,137,"Del Norte, CO"
RGRNDTX,Rio Grande Detention Center,TX,USMS CDF,63,196,"Laredo, TX"
RGHOSTX,Rio Grande St.Hospital,TX,HOSPITAL,95,96,"Harlingen, TX"
RGS,Rio Grande Valley Staging,TX,STAGING,21,196,"Los Fresnos, TX"
RVBHHTX,Rio Vista Behv Hlth Hsp,TX,HOSPITAL,0,196,"El Paso, TX"
RVRCCLA,River Correctional Center,LA,DIGSA,125,196,"Ferriday, LA"
REHOSIL,Riveredge Hospital,IL,HOSPITAL,0,82,"Forest Park, IL"
RIVERCA,Riverside County Sheriff,CA,IGSA,0,196,"Riverside, CA"
RSREGVA,Riverside Reg Jail,VA,USMS IGA,0,15,"Hopewell, VA"
RONKEVA,Roanoke City Jail,VA,USMS IGA,19,196,"Roanoke, VA"
ROANOVA,Roanoke County Jail,VA,IGSA,0,196,"Salem, VA"
RMKHOLD,Roanoke Sub-Office Hold Room,VA,HOLD,132,196,"Salem, VA"
RADDFGA,Robert A Deyton Detention Fac,GA,USMS CDF,119,196,"Lovejoy, GA"
ROBERSD,"Roberts Co. Jail, SD",SD,IGSA,0,196,"Sisseton, SD"
BOPRCH,Rochester Fed.Med.Center,MN,BOP,0,13,"Rochester, MN"
ROCGHNY,Rochester General Hospital,NY,HOSPITAL,0,196,"Rochester, NY"
RCKISIL,Rock Island Correctional Center,IL,USMS IGA,0,196,"Rock Island, IL"
ROCKIIL,Rock Island County Jail,IL,USMS IGA,2,111,"Rock Island, IL"
RIIHOLD,Rock Island Hold Room,IL,HOLD,33,196,"Rock Island, IL"
RRIVRIL,Rock River Health Care,IL,HOSPITAL,98,100,"Rockford, IL"
ROCKIVA,Rockingham Co. Jail,VA,USMS IGA,12,196,"Harrisonburg, VA"
ROCKINH,Rockingham County Jail,NH,IGSA,7,7,"Brentwood, NH"
HASKLTX,Rolling Plains Detention Center,TX,USMS IGA,0,167,"Haskell, TX"
ROSEAMN,Roseau County Jail,MN,IGSA,0,196,"Roseau, MN"
ROSEBMT,Rosebud County Jail,MT,IGSA,22,23,"Forsyth, MT"
RSWHOLD,Roswell Hold Room,NM,HOLD,111,196,"Roswell, NM"
ROUTTCO,Routt County Jail,CO,IGSA,0,196,"Steamboat Springs, CO"
SDPROCA,S.D. County Probation,CA,OTHER,0,196,"San Diego, CA"
CACCJAM,SCC/Jamestown,CA,OTHER,0,196,"Jamestown, CA"
SFRHOLD,SFR Hold Room,CA,HOLD,0,196,"San Francisco, CA"
SNDHOLD,SND District Staging,CA,HOLD,0,196,"San Diego, CA"
SNJHOLD,SNJ Hold Room,CA,HOLD,3,95,"San Jose, CA"
SACRACA,Sacramento County Jail,CA,USMS IGA,0,70,"Sacramento, CA"
SACHOLD,Sacramento Hold,CA,HOLD,0,196,"Sacramento, CA"
STAHOLD,Saint Albans Hold Room,VT,HOLD,64,196,"Saint Albans, VT"
STJOSCO,Saint Joseph Hospital,CO,HOSPITAL,0,196,"Denver, CO"
SAIHOLD,Saipain Hold,MP,HOLD,97,136,"Saipan, MP"
MPSIPAN,Saipan Department Of Corrections,MP,USMS IGA,33,196,"Saipan, MP"
SALEMNJ,Salem County Correctional Facility,NJ,USMS IGA,103,138,"Woodstown, NJ"
SALINNE,Saline County Jail,NE,OTHER,122,155,"Wilber, NE"
SALHOLD,Salisbury Hold Room,MD,HOLD,144,196,"Salisbury, MD"
