Date,Midnight population,24-hour population,Book-ins,Book-outs
2018-09-10,"43,671","44,702","1,176","1,031"
2018-09-11,"43,564","45,059","1,388","1,495"
2018-09-12,"43,654","44,934","1,370","1,280"
2018-09-13,"43,532","45,090","1,436","1,558"
2018-09-14,"43,510","45,081","1,549","1,571"
2018-09-15,"43,642","44,155",645,513
2018-09-16,"43,810","44,085",443,275
2018-09-17,"43,961","44,924","1,114",963
2018-09-18,"43,725","45,367","1,406","1,642"
2018-09-19,"43,649","44,965","1,240","1,316"
2018-09-20,"43,523","45,250","1,601","1,727"
2018-09-21,"43,087","44,933","1,410","1,846"
2018-09-22,"43,248","43,855",768,607
2018-09-23,"43,561","43,897",649,336
2018-09-24,"43,577","44,674","1,113","1,097"
2018-09-25,"43,551","45,001","1,424","1,450"
2018-09-26,"43,602","44,921","1,370","1,319"
2018-09-27,"43,329","44,927","1,325","1,598"
2018-09-28,"43,149","44,936","1,607","1,787"
2018-09-29,"43,503","44,037",888,534
2018-09-30,"43,888","44,109",606,221
2018-10-01,"43,666","44,807",919,"1,141"
2018-10-02,"43,369","44,969","1,303","1,600"
2018-10-03,"43,681","44,929","1,560","1,248"
2018-10-04,"43,421","44,985","1,304","1,564"
2018-10-05,"43,167","44,972","1,551","1,805"
2018-10-06,"43,517","44,000",833,483
2018-10-07,"43,793","44,132",615,339
2018-10-08,"44,092","44,515",722,423
2018-10-09,"44,020","45,247","1,155","1,227"
2018-10-10,"44,088","45,568","1,548","1,480"
2018-10-11,"43,855","45,535","1,447","1,680"
2018-10-12,"43,850","45,349","1,494","1,499"
2018-10-13,"44,024","44,473",623,449
2018-10-14,"44,322","44,642",618,320
2018-10-15,"44,387","45,379","1,057",992
2018-10-16,"44,161","45,668","1,281","1,507"
2018-10-17,"43,979","45,571","1,410","1,592"
2018-10-18,"43,767","45,352","1,373","1,585"
2018-10-19,"43,688","45,150","1,383","1,462"
2018-10-20,"43,728","44,295",607,567
2018-10-21,"43,879","44,327",599,448
2018-10-22,"43,860","45,053","1,174","1,193"
2018-10-23,"43,746","45,145","1,285","1,399"
2018-10-24,"43,416","45,149","1,403","1,733"
2018-10-25,"43,331","44,812","1,396","1,481"
2018-10-26,"42,854","44,667","1,336","1,813"
2018-10-27,"43,094","43,517",663,423
2018-10-28,"43,384","43,571",477,187
2018-10-29,"43,376","44,576","1,192","1,200"
2018-10-30,"43,294","44,642","1,266","1,348"
2018-10-31,"42,836","44,501","1,207","1,665"
2018-11-01,"42,820","44,182","1,346","1,362"
2018-11-02,"42,616","44,204","1,384","1,588"
2018-11-03,"42,915","43,376",760,461
2018-11-04,"43,176","43,510",595,334
2018-11-05,"43,317","44,462","1,286","1,145"
2018-11-06,"43,228","44,803","1,486","1,575"
2018-11-07,"43,077","44,596","1,368","1,519"
2018-11-08,"42,780","44,325","1,248","1,545"
2018-11-09,"42,748","44,521","1,741","1,773"
2018-11-10,"43,020","43,535",787,515
2018-11-11,"43,454","43,772",752,318
2018-11-12,"43,604","44,159",705,555
2018-11-13,"43,357","44,878","1,274","1,521"
2018-11-14,"43,548","44,966","1,609","1,418"
2018-11-15,"43,471","44,972","1,424","1,501"
2018-11-16,"43,279","44,993","1,522","1,714"
2018-11-17,"43,476","44,005",726,529
2018-11-18,"43,818","44,278",802,460
2018-11-19,"43,857","45,214","1,396","1,357"
2018-11-20,"43,783","45,566","1,709","1,783"
2018-11-21,"43,563","45,298","1,515","1,735"
2018-11-22,"44,177","44,498",935,321
2018-11-23,"44,109","45,327","1,150","1,218"
2018-11-24,"44,446","44,730",621,284
2018-11-25,"44,898","44,970",524,72
2018-11-26,"45,134","46,057","1,159",923
2018-11-27,"45,206","46,796","1,662","1,590"
2018-11-28,"45,239","46,740","1,534","1,501"
2018-11-29,"45,251","46,708","1,469","1,457"
2018-11-30,"45,125","46,884","1,633","1,759"
2018-12-01,"45,227","45,663",538,436
2018-12-02,"45,487","45,744",517,257
2018-12-03,"45,721","46,809","1,322","1,088"
2018-12-04,"45,971","47,481","1,760","1,510"
2018-12-05,"46,069","47,369","1,398","1,300"
2018-12-06,"45,721","47,496","1,427","1,775"
2018-12-07,"45,688","47,174","1,453","1,486"
2018-12-08,"45,747","46,374",686,627
2018-12-09,"45,990","46,281",534,291
2018-12-10,"45,974","47,432","1,442","1,458"
2018-12-11,"45,840","47,572","1,598","1,732"
2018-12-12,"45,753","47,337","1,497","1,584"
2018-12-13,"45,530","47,200","1,447","1,670"
2018-12-14,"45,234","47,193","1,663","1,959"
2018-12-15,"45,266","45,927",693,661
2018-12-16,"45,467","45,753",487,286
2018-12-17,"45,670","46,630","1,163",960
2018-12-18,"45,653","47,310","1,640","1,657"
2018-12-19,"45,402","47,336","1,683","1,934"
2018-12-20,"44,953","46,919","1,517","1,966"
2018-12-21,"44,597","46,594","1,641","1,997"
2018-12-22,"44,880","45,493",896,613
2018-12-23,"45,244","45,456",576,212
2018-12-24,"45,590","46,163",919,573
2018-12-25,"45,880","46,090",500,210
2018-12-26,"45,607","47,004","1,124","1,397"
2018-12-27,"45,270","46,925","1,318","1,655"
2018-12-28,"45,300","46,805","1,535","1,505"
2018-12-29,"45,516","46,018",718,502
2018-12-30,"45,814","46,131",615,317
2018-12-31,"45,941","46,856","1,042",915
2019-01-01,"46,148","46,508",567,360
2019-01-02,"46,432","47,275","1,127",843
2019-01-03,"46,013","47,754","1,322","1,741"
2019-01-04,"45,486","47,209","1,196","1,723"
2019-01-05,"45,437","45,883",397,446
2019-01-06,"45,576","45,774",337,198
2019-01-07,"45,643","46,523",947,880
2019-01-08,"45,348","46,646","1,003","1,298"
2019-01-09,"45,039","46,435","1,087","1,396"
2019-01-10,"44,878","46,121","1,082","1,243"
2019-01-11,"44,566","46,140","1,262","1,574"
2019-01-12,"44,531","44,894",328,363
2019-01-13,"44,776","44,925",394,149
2019-01-14,"45,172","45,947","1,171",775
2019-01-15,"45,537","46,720","1,548","1,183"
2019-01-16,"45,307","46,882","1,345","1,575"
2019-01-17,"45,503","46,836","1,529","1,333"
2019-01-18,"45,374","47,041","1,538","1,667"
2019-01-19,"45,607","46,067",693,460
2019-01-20,"46,083","46,297",690,214
2019-01-21,"46,173","46,786",703,613
2019-01-22,"46,355","47,449","1,276","1,094"
2019-01-23,"46,086","47,833","1,478","1,747"
2019-01-24,"46,059","47,518","1,432","1,459"
2019-01-25,"45,925","47,724","1,665","1,799"
2019-01-26,"46,002","46,546",621,544
2019-01-27,"46,417","46,594",592,177
2019-01-28,"46,461","47,661","1,244","1,200"
2019-01-29,"46,730","48,001","1,540","1,271"
2019-01-30,"46,763","48,182","1,452","1,419"
2019-01-31,"46,703","48,159","1,396","1,456"
2019-02-01,"46,640","48,308","1,605","1,668"
2019-02-02,"46,920","47,431",791,511
2019-02-03,"47,079","47,313",393,234
2019-02-04,"47,384","48,363","1,284",979
2019-02-05,"47,479","48,863","1,479","1,384"
2019-02-06,"47,329","49,102","1,623","1,773"
2019-02-07,"47,087","48,784","1,455","1,697"
2019-02-08,"47,020","48,664","1,577","1,644"
2019-02-09,"47,153","47,690",670,537
2019-02-10,"47,376","47,666",513,290
2019-02-11,"47,526","48,629","1,253","1,103"
2019-02-12,"47,527","48,915","1,389","1,388"
2019-02-13,"47,455","48,872","1,345","1,417"
2019-02-14,"47,330","49,100","1,645","1,770"
2019-02-15,"47,262","49,102","1,772","1,840"
2019-02-16,"47,318","47,942",680,624
2019-02-17,"47,675","48,123",805,448
2019-02-18,"47,844","48,618",943,774
2019-02-19,"47,753","49,294","1,450","1,541"
2019-02-20,"47,760","49,373","1,620","1,613"
2019-02-21,"47,747","49,542","1,782","1,795"
2019-02-22,"47,415","49,312","1,565","1,897"
2019-02-23,"47,645","48,277",862,632
2019-02-24,"47,968","48,327",682,359
2019-02-25,"48,044","49,537","1,569","1,493"
2019-02-26,"48,348","49,893","1,849","1,545"
2019-02-27,"48,359","49,839","1,491","1,480"
2019-02-28,"47,886","49,960","1,601","2,074"
2019-03-01,"47,514","49,663","1,777","2,149"
2019-03-02,"47,653","48,320",806,667
2019-03-03,"48,037","48,353",700,316
2019-03-04,"48,089","49,201","1,164","1,112"
2019-03-05,"48,189","49,737","1,648","1,548"
2019-03-06,"47,996","49,604","1,415","1,608"
2019-03-07,"47,766","49,599","1,603","1,833"
2019-03-08,"47,509","49,611","1,845","2,102"
2019-03-09,"47,921","48,415",906,494
2019-03-10,"48,305","48,663",742,358
2019-03-11,"48,409","49,660","1,355","1,251"
2019-03-12,"48,461","50,024","1,615","1,563"
2019-03-13,"48,499","50,012","1,551","1,513"
2019-03-14,"48,120","50,034","1,535","1,914"
2019-03-15,"47,715","49,735","1,615","2,020"
2019-03-16,"47,796","48,560",845,764
2019-03-17,"47,880","48,385",589,505
2019-03-18,"48,208","49,374","1,494","1,166"
2019-03-19,"48,189","49,778","1,570","1,589"
2019-03-20,"48,212","49,942","1,753","1,730"
2019-03-21,"47,987","49,700","1,488","1,713"
2019-03-22,"47,553","49,605","1,618","2,052"
2019-03-23,"47,722","48,278",725,556
2019-03-24,"48,289","48,572",850,283
2019-03-25,"48,070","49,537","1,248","1,467"
2019-03-26,"48,090","49,529","1,459","1,439"
2019-03-27,"48,078","49,774","1,684","1,696"
2019-03-28,"47,519","49,565","1,487","2,046"
2019-03-29,"46,947","49,031","1,512","2,084"
2019-03-30,"47,005","47,652",705,647
2019-03-31,"47,377","47,636",631,259
2019-04-01,"47,310","48,548","1,171","1,238"
2019-04-02,"47,392","48,800","1,490","1,408"
2019-04-03,"47,433","49,153","1,761","1,720"
2019-04-04,"47,163","49,138","1,705","1,975"
2019-04-05,"46,815","48,786","1,623","1,971"
2019-04-06,"47,277","47,680",865,403
2019-04-07,"47,811","48,050",773,239
2019-04-08,"48,103","49,188","1,377","1,085"
2019-04-09,"48,035","49,467","1,364","1,432"
2019-04-10,"47,932","49,574","1,539","1,642"
2019-04-11,"47,480","49,460","1,528","1,980"
2019-04-12,"47,390","49,440","1,960","2,050"
2019-04-13,"47,639","48,097",707,458
2019-04-14,"48,002","48,248",609,246
2019-04-15,"48,058","49,588","1,586","1,530"
2019-04-16,"48,236","49,613","1,555","1,377"
2019-04-17,"48,290","49,508","1,272","1,218"
2019-04-18,"48,691","49,848","1,558","1,157"
2019-04-19,"48,856","49,904","1,213","1,048"
2019-04-20,"49,094","49,446",590,352
2019-04-21,"49,393","49,682",588,289
2019-04-22,"49,202","50,529","1,136","1,327"
2019-04-23,"49,511","50,820","1,618","1,309"
2019-04-24,"49,103","50,894","1,383","1,791"
2019-04-25,"48,665","50,642","1,539","1,977"
2019-04-26,"48,284","50,353","1,688","2,069"
2019-04-27,"48,658","49,166",882,508
2019-04-28,"48,927","49,221",563,294
2019-04-29,"49,115","50,385","1,458","1,270"
2019-04-30,"49,190","50,604","1,489","1,414"
2019-05-01,"49,732","50,722","1,532",990
2019-05-02,"49,368","51,244","1,512","1,876"
2019-05-03,"49,140","51,052","1,684","1,912"
2019-05-04,"49,073","49,610",470,537
2019-05-05,"49,568","49,807",734,239
2019-05-06,"49,756","50,918","1,350","1,162"
2019-05-07,"49,666","51,139","1,383","1,473"
2019-05-08,"49,446","51,066","1,400","1,620"
2019-05-09,"49,107","51,039","1,593","1,932"
2019-05-10,"48,961","50,719","1,612","1,758"
2019-05-11,"49,686","50,195","1,234",509
2019-05-12,"50,548","50,811","1,125",263
2019-05-13,"51,169","52,274","1,726","1,105"
2019-05-14,"51,725","53,112","1,943","1,387"
2019-05-15,"51,774","53,414","1,689","1,640"
2019-05-16,"51,656","53,410","1,636","1,754"
2019-05-17,"51,359","53,343","1,687","1,984"
2019-05-18,"51,672","52,199",840,527
2019-05-19,"52,135","52,398",726,263
2019-05-20,"52,170","53,510","1,375","1,340"
2019-05-21,"52,352","53,668","1,498","1,316"
2019-05-22,"52,269","53,799","1,447","1,530"
2019-05-23,"51,973","53,872","1,603","1,899"
2019-05-24,"51,828","53,622","1,649","1,794"
2019-05-25,"51,834","52,512",684,678
2019-05-26,"52,175","52,433",599,258
2019-05-27,"52,244","52,800",625,556
2019-05-28,"52,422","53,650","1,406","1,228"
2019-05-29,"52,234","53,915","1,493","1,681"
2019-05-30,"52,356","54,072","1,838","1,716"
2019-05-31,"52,134","53,946","1,590","1,812"
2019-06-01,"52,388","52,859",725,471
2019-06-02,"52,916","53,127",739,211
2019-06-03,"53,099","54,212","1,296","1,113"
2019-06-04,"53,233","54,458","1,359","1,225"
2019-06-05,"53,445","54,692","1,459","1,247"
2019-06-06,"52,801","54,885","1,440","2,084"
2019-06-07,"52,372","54,424","1,623","2,052"
2019-06-08,"52,814","53,349",977,535
2019-06-09,"53,453","53,703",889,250
2019-06-10,"53,472","54,729","1,276","1,257"
2019-06-11,"53,440","54,869","1,397","1,429"
2019-06-12,"53,563","55,156","1,716","1,593"
2019-06-13,"53,182","55,080","1,517","1,898"
2019-06-14,"53,047","54,858","1,676","1,811"
2019-06-15,"53,718","54,206","1,159",488
2019-06-16,"54,247","54,465",747,218
2019-06-17,"54,162","55,326","1,079","1,164"
2019-06-18,"54,413","55,781","1,619","1,368"
2019-06-19,"54,467","55,671","1,258","1,204"
2019-06-20,"54,436","56,086","1,619","1,650"
2019-06-21,"54,009","55,729","1,293","1,720"
2019-06-22,"54,002","54,505",496,503
2019-06-23,"54,240","54,471",469,231
2019-06-24,"54,039","55,056",816,"1,017"
2019-06-25,"53,834","55,101","1,062","1,267"
2019-06-26,"53,746","55,159","1,325","1,413"
2019-06-27,"53,112","54,986","1,240","1,874"
2019-06-28,"53,146","54,804","1,692","1,658"
2019-06-29,"53,308","53,907",761,599
2019-06-30,"53,442","53,641",333,199
2019-07-01,"53,253","54,396",954,"1,143"
2019-07-02,"52,823","54,583","1,330","1,760"
2019-07-03,"52,261","54,001","1,178","1,740"
2019-07-04,"52,556","52,908",647,352
2019-07-05,"52,298","53,668","1,112","1,370"
2019-07-06,"52,474","52,802",504,328
2019-07-07,"52,871","52,982",508,111
2019-07-08,"52,753","53,753",882,"1,000"
2019-07-09,"52,799","53,890","1,137","1,091"
2019-07-10,"52,835","54,345","1,546","1,510"
2019-07-11,"52,698","54,079","1,244","1,381"
2019-07-12,"52,558","54,121","1,423","1,563"
2019-07-13,"52,535","52,843",285,308
2019-07-14,"53,242","53,319",784,77
2019-07-15,"53,225","54,193",951,968
2019-07-16,"52,860","54,260","1,035","1,400"
2019-07-17,"52,931","54,157","1,297","1,226"
2019-07-18,"52,992","54,071","1,140","1,079"
2019-07-19,"53,558","55,214","2,222","1,656"
2019-07-20,"53,969","54,316",758,347
2019-07-21,"54,270","54,384",415,114
2019-07-22,"54,673","55,495","1,225",822
2019-07-23,"54,766","55,722","1,049",956
2019-07-24,"54,521","55,917","1,151","1,396"
2019-07-25,"54,228","55,769","1,248","1,541"
2019-07-26,"54,325","55,791","1,563","1,466"
2019-07-27,"54,495","54,881",556,386
2019-07-28,"54,744","54,913",418,169
2019-07-29,"54,738","55,783","1,039","1,045"
2019-07-30,"54,797","56,020","1,282","1,223"
2019-07-31,"54,968","56,120","1,323","1,152"
2019-08-01,"54,795","55,859",891,"1,064"
2019-08-02,"54,812","56,064","1,269","1,252"
2019-08-03,"55,122","55,432",620,310
2019-08-04,"55,277","55,461",339,184
2019-08-05,"55,255","56,205",928,950
2019-08-06,"55,287","56,454","1,199","1,167"
2019-08-07,"55,247","56,392","1,105","1,145"
2019-08-08,"55,421","56,583","1,336","1,162"
2019-08-09,"55,096","56,553","1,132","1,457"
2019-08-10,"55,169","55,562",466,393
2019-08-11,"55,352","55,482",313,130
2019-08-12,"55,392","56,324",972,932
2019-08-13,"54,971","56,471","1,079","1,500"
2019-08-14,"54,793","56,050","1,079","1,257"
2019-08-15,"54,744","55,908","1,115","1,164"
2019-08-16,"54,590","55,891","1,147","1,301"
2019-08-17,"54,637","55,002",412,365
2019-08-18,"54,808","54,922",285,114
2019-08-19,"54,722","55,673",865,951
2019-08-20,"54,673","55,691",969,"1,018"
2019-08-21,"54,389","55,782","1,109","1,393"
2019-08-22,"54,146","55,286",897,"1,140"
2019-08-23,"53,696","55,152","1,006","1,456"
2019-08-24,"53,790","54,021",325,231
2019-08-25,"53,989","54,106",316,117
2019-08-26,"53,697","54,745",756,"1,048"
2019-08-27,"53,705","54,809","1,112","1,104"
2019-08-28,"53,381","54,766","1,061","1,385"
2019-08-29,"52,747","54,270",889,"1,523"
2019-08-30,"52,224","53,908","1,161","1,684"
2019-08-31,"52,356","52,683",459,327
2019-09-01,"52,609","52,679",323,70
2019-09-02,"52,481","52,918",309,437
2019-09-03,"52,564","53,511","1,030",947
2019-09-04,"52,364","53,617","1,053","1,253"
2019-09-05,"52,010","53,365","1,001","1,355"
2019-09-06,"51,759","53,113","1,103","1,354"
2019-09-07,"51,899","52,251",492,352
2019-09-08,"52,092","52,184",285,92
2019-09-09,"51,954","52,899",807,945
2019-09-10,"51,834","52,933",979,"1,099"
2019-09-11,"51,703","52,927","1,093","1,224"
2019-09-12,"51,369","52,742","1,039","1,373"
2019-09-13,"51,146","52,411","1,042","1,265"
2019-09-14,"51,253","51,550",404,297
2019-09-15,"51,428","51,482",229,54
2019-09-16,"51,261","52,118",690,857
2019-09-17,"50,964","52,248",987,"1,284"
2019-09-18,"50,696","52,019","1,055","1,323"
2019-09-19,"50,357","51,519",823,"1,162"
2019-09-20,"50,291","51,341",984,"1,050"
2019-09-21,"50,471","50,823",532,352
2019-09-22,"50,800","50,906",435,106
2019-09-23,"50,990","52,012","1,212","1,022"
2019-09-24,"51,190","52,218","1,228","1,028"
2019-09-25,"51,093","52,316","1,126","1,223"
2019-09-26,"50,623","52,115","1,022","1,492"
2019-09-27,"50,480","51,674","1,051","1,194"
2019-09-28,"50,604","50,863",383,259
2019-09-29,"50,811","50,885",281,74
2019-09-30,"50,522","51,620",809,"1,098"
2019-10-01,"50,347","51,636","1,114","1,289"
2019-10-02,"50,393","51,385","1,038",992
2019-10-03,"50,227","51,428","1,035","1,201"
2019-10-04,"50,229","51,400","1,173","1,171"
2019-10-05,"50,381","50,578",349,197
2019-10-06,"50,729","50,774",393,45
2019-10-07,"50,536","51,554",825,"1,018"
2019-10-08,"50,590","51,679","1,143","1,089"
2019-10-09,"50,221","51,615","1,025","1,394"
2019-10-10,"49,827","51,186",965,"1,359"
2019-10-11,"49,771","50,978","1,151","1,207"
2019-10-12,"49,838","50,158",387,320
2019-10-13,"50,070","50,138",300,68
2019-10-14,"49,977","50,453",383,476
2019-10-15,"49,771","50,859",882,"1,088"
2019-10-16,"49,595","50,730",959,"1,135"
2019-10-17,"49,146","50,550",955,"1,404"
2019-10-18,"48,958","50,148","1,002","1,190"
2019-10-19,"49,083","49,337",379,254
2019-10-20,"49,310","49,362",279,52
2019-10-21,"49,394","50,124",814,730
2019-10-22,"49,231","50,423","1,029","1,192"
2019-10-23,"49,271","50,290","1,059","1,019"
2019-10-24,"48,787","50,128",857,"1,341"
2019-10-25,"48,348","49,890","1,103","1,542"
2019-10-26,"48,387","48,669",321,282
2019-10-27,"48,609","48,679",292,70
2019-10-28,"48,338","49,324",715,986
2019-10-29,"48,166","49,363","1,025","1,197"
2019-10-30,"47,923","49,111",945,"1,188"
2019-10-31,"47,419","48,765",842,"1,346"
2019-11-01,"47,259","48,353",934,"1,094"
2019-11-02,"47,362","47,606",347,244
2019-11-03,"47,576","47,614",252,38
2019-11-04,"47,505","48,299",723,794
2019-11-05,"47,247","48,525","1,020","1,278"
2019-11-06,"46,830","48,228",981,"1,398"
2019-11-07,"46,262","47,688",858,"1,426"
2019-11-08,"46,230","47,348","1,086","1,118"
2019-11-09,"46,237","46,532",302,295
2019-11-10,"46,454","46,527",290,73
2019-11-11,"46,156","46,722",268,566
2019-11-12,"46,018","46,993",837,975
2019-11-13,"45,645","46,943",925,"1,298"
2019-11-14,"45,276","46,529",884,"1,253"
2019-11-15,"45,053","46,378","1,102","1,325"
2019-11-16,"45,087","45,411",358,324
2019-11-17,"45,227","45,324",237,97
2019-11-18,"44,893","45,930",703,"1,037"
2019-11-19,"44,741","45,787",894,"1,046"
2019-11-20,"44,586","45,693",952,"1,107"
2019-11-21,"44,173","45,459",873,"1,286"
2019-11-22,"43,915","45,175","1,002","1,260"
2019-11-23,"44,060","44,325",410,265
2019-11-24,"44,281","44,382",322,101
2019-11-25,"44,182","45,114",833,932
2019-11-26,"44,024","45,209","1,027","1,185"
2019-11-27,"43,589","44,904",880,"1,315"
2019-11-28,"43,746","43,947",358,201
2019-11-29,"43,628","44,325",579,697
2019-11-30,"43,755","43,900",272,145
2019-12-01,"43,942","44,024",269,82
2019-12-02,"43,719","44,680",738,961
2019-12-03,"43,773","44,840","1,121","1,067"
2019-12-04,"43,270","44,771",998,"1,501"
2019-12-05,"42,697","44,174",904,"1,477"
2019-12-06,"42,747","43,712","1,015",965
2019-12-07,"42,920","43,183",436,263
2019-12-08,"43,262","43,378",458,116
2019-12-09,"43,008","43,965",703,957
2019-12-10,"42,808","43,988",980,"1,180"
2019-12-11,"42,556","43,743",935,"1,187"
2019-12-12,"42,066","43,484",928,"1,418"
2019-12-13,"42,025","43,125","1,059","1,100"
2019-12-14,"42,181","42,445",420,264
2019-12-15,"42,472","42,540",359,68
2019-12-16,"42,053","43,241",769,"1,188"
2019-12-17,"42,017","43,117","1,064","1,100"
2019-12-18,"41,499","42,981",964,"1,482"
2019-12-19,"41,020","42,509","1,010","1,489"
2019-12-20,"40,899","42,080","1,060","1,181"
2019-12-21,"40,978","41,251",352,273
2019-12-22,"41,231","41,295",317,64
2019-12-23,"41,091","42,171",940,"1,080"
2019-12-24,"41,168","41,581",490,413
2019-12-25,"41,374","41,403",235,29
2019-12-26,"41,010","41,985",611,975
2019-12-27,"40,684","41,803",793,"1,119"
